Zip,City,State,Region,District,Country
28504,Kinston,NC,East,District #08,USA
28508,Albertson,NC,East,District #08,USA
28509,Alliance,NC,East,District #08,USA
28510,Arapahoe,NC,East,District #08,USA
28511,Atlantic,NC,East,District #08,USA
28512,Atlantic Beach,NC,East,District #08,USA
28513,Ayden,NC,East,District #08,USA
28515,Bayboro,NC,East,District #08,USA
28516,Beaufort,NC,East,District #08,USA
28518,Beulaville,NC,East,District #08,USA
28519,Bridgeton,NC,East,District #08,USA
28520,Cedar Island,NC,East,District #08,USA
28521,Chinquapin,NC,East,District #08,USA
28522,Comfort,NC,East,District #08,USA
28523,Cove City,NC,East,District #08,USA
28524,Davis,NC,East,District #08,USA
28525,Deep Run,NC,East,District #08,USA
28526,Dover,NC,East,District #08,USA
28527,Ernul,NC,East,District #08,USA
28528,Gloucester,NC,East,District #08,USA
28529,Grantsboro,NC,East,District #08,USA
28530,Grifton,NC,East,District #08,USA
28531,Harkers Island,NC,East,District #08,USA
28532,Havelock,NC,East,District #08,USA
28533,Cherry Point,NC,East,District #08,USA
28537,Hobucken,NC,East,District #08,USA
28538,Hookerton,NC,East,District #08,USA
28539,Hubert,NC,East,District #08,USA
28540,Jacksonville,NC,East,District #08,USA
28541,Jacksonville,NC,East,District #08,USA
28542,Camp Lejeune,NC,East,District #08,USA
28543,Tarawa Terrace,NC,East,District #08,USA
28544,Midway Park,NC,East,District #08,USA
28545,Mccutcheon Field,NC,East,District #08,USA
28546,Jacksonville,NC,East,District #08,USA
28547,Camp Lejeune,NC,East,District #08,USA
28551,La Grange,NC,East,District #08,USA
28552,Lowland,NC,East,District #08,USA
28553,Marshallberg,NC,East,District #08,USA
28554,Maury,NC,East,District #08,USA
28555,Maysville,NC,East,District #08,USA
28556,Merritt,NC,East,District #08,USA
28557,Morehead City,NC,East,District #08,USA
28560,New Bern,NC,East,District #08,USA
28561,New Bern,NC,East,District #08,USA
28562,New Bern,NC,East,District #08,USA
28563,New Bern,NC,East,District #08,USA
28564,New Bern,NC,East,District #08,USA
28570,Newport,NC,East,District #08,USA
28571,Oriental,NC,East,District #08,USA
28572,Pink Hill,NC,East,District #08,USA
28573,Pollocksville,NC,East,District #08,USA
28574,Richlands,NC,East,District #08,USA
28575,Salter Path,NC,East,District #08,USA
28577,Sealevel,NC,East,District #08,USA
28578,Seven Springs,NC,East,District #08,USA
28579,Smyrna,NC,East,District #08,USA
28580,Snow Hill,NC,East,District #08,USA
28581,Stacy,NC,East,District #08,USA
28582,Stella,NC,East,District #08,USA
28583,Stonewall,NC,East,District #08,USA
28584,Swansboro,NC,East,District #08,USA
28585,Trenton,NC,East,District #08,USA
28586,Vanceboro,NC,East,District #08,USA
28587,Vandemere,NC,East,District #08,USA
28589,Williston,NC,East,District #08,USA
28590,Winterville,NC,East,District #08,USA
28594,Emerald Isle,NC,East,District #08,USA
28601,Hickory,NC,East,District #11,USA
28602,Hickory,NC,East,District #11,USA
28603,Hickory,NC,East,District #11,USA
28604,Banner Elk,NC,East,District #19,USA
28605,Blowing Rock,NC,East,District #08,USA
28606,Boomer,NC,East,District #08,USA
28607,Boone,NC,East,District #08,USA
28608,Boone,NC,East,District #08,USA
28609,Catawba,NC,East,District #11,USA
28610,Claremont,NC,East,District #11,USA
28611,Collettsville,NC,East,District #11,USA
28612,Connellys Springs,NC,East,District #11,USA
28613,Conover,NC,East,District #11,USA
28615,Creston,NC,East,District #08,USA
28616,Crossnore,NC,East,District #19,USA
28617,Crumpler,NC,East,District #08,USA
28618,Deep Gap,NC,East,District #08,USA
28619,Drexel,NC,East,District #11,USA
28621,Elkin,NC,East,District #08,USA
28622,Elk Park,NC,East,District #19,USA
28623,Ennice,NC,East,District #08,USA
28624,Ferguson,NC,East,District #08,USA
28625,Statesville,NC,East,District #11,USA
28626,Fleetwood,NC,East,District #08,USA
28627,Glade Valley,NC,East,District #08,USA
28628,Glen Alpine,NC,East,District #11,USA
28629,Glendale Springs,NC,East,District #08,USA
28630,Granite Falls,NC,East,District #11,USA
28631,Grassy Creek,NC,East,District #08,USA
28633,Lenoir,NC,East,District #11,USA
28634,Harmony,NC,East,District #11,USA
28635,Hays,NC,East,District #08,USA
28636,Hiddenite,NC,East,District #11,USA
28637,Hildebran,NC,East,District #11,USA
28638,Hudson,NC,East,District #11,USA
28640,Jefferson,NC,East,District #08,USA
28641,Jonas Ridge,NC,East,District #19,USA
28642,Jonesville,NC,East,District #08,USA
28643,Lansing,NC,East,District #08,USA
28644,Laurel Springs,NC,East,District #08,USA
28645,Lenoir,NC,East,District #11,USA
28646,Linville,NC,East,District #19,USA
28647,Linville Falls,NC,East,District #19,USA
28649,Mc Grady,NC,East,District #08,USA
28650,Maiden,NC,East,District #11,USA
28651,Millers Creek,NC,East,District #08,USA
28652,Minneapolis,NC,East,District #19,USA
28653,Montezuma,NC,East,District #19,USA
28654,Moravian Falls,NC,East,District #08,USA
28655,Morganton,NC,East,District #11,USA
28656,North Wilkesboro,NC,East,District #08,USA
28657,Newland,NC,East,District #19,USA
28658,Newton,NC,East,District #11,USA
28659,North Wilkesboro,NC,East,District #08,USA
28660,Olin,NC,East,District #11,USA
28661,Patterson,NC,East,District #11,USA
28662,Pineola,NC,East,District #19,USA
28663,Piney Creek,NC,East,District #08,USA
28664,Plumtree,NC,East,District #19,USA
28665,Purlear,NC,East,District #08,USA
28666,Icard,NC,East,District #11,USA
28667,Rhodhiss,NC,East,District #11,USA
28668,Roaring Gap,NC,East,District #08,USA
28669,Roaring River,NC,East,District #08,USA
28670,Ronda,NC,East,District #08,USA
28671,Rutherford College,NC,East,District #11,USA
28672,Scottville,NC,East,District #08,USA
28673,Sherrills Ford,NC,East,District #11,USA
28674,North Wilkesboro,NC,East,District #08,USA
28675,Sparta,NC,East,District #08,USA
28676,State Road,NC,East,District #08,USA
28677,Statesville,NC,East,District #11,USA
28678,Stony Point,NC,East,District #11,USA
28679,Sugar Grove,NC,East,District #08,USA
28680,Morganton,NC,East,District #11,USA
28681,Taylorsville,NC,East,District #11,USA
28682,Terrell,NC,East,District #11,USA
28683,Thurmond,NC,East,District #08,USA
28684,Todd,NC,East,District #08,USA
28685,Traphill,NC,East,District #08,USA
28687,Statesville,NC,East,District #11,USA
28688,Turnersburg,NC,East,District #11,USA
28689,Union Grove,NC,East,District #08,USA
28690,Valdese,NC,East,District #11,USA
28691,Valle Crucis,NC,East,District #19,USA
28692,Vilas,NC,East,District #08,USA
28693,Warrensville,NC,East,District #08,USA
28694,West Jefferson,NC,East,District #08,USA
28697,Wilkesboro,NC,East,District #08,USA
28698,Zionville,NC,East,District #08,USA
28699,Scotts,NC,East,District #11,USA
28701,Alexander,NC,East,District #11,USA
28702,Almond,NC,East,District #19,USA
28704,Arden,NC,East,District #11,USA
28705,Bakersville,NC,East,District #19,USA
28707,Balsam,NC,East,District #11,USA
28708,Balsam Grove,NC,East,District #11,USA
28709,Barnardsville,NC,East,District #11,USA
28710,Bat Cave,NC,East,District #11,USA
28711,Black Mountain,NC,East,District #11,USA
28712,Brevard,NC,East,District #11,USA
28713,Bryson City,NC,East,District #19,USA
28714,Burnsville,NC,East,District #11,USA
28715,Candler,NC,East,District #11,USA
28716,Canton,NC,East,District #11,USA
28717,Cashiers,NC,East,District #11,USA
28718,Cedar Mountain,NC,East,District #11,USA
28719,Cherokee,NC,East,District #11,USA
28720,Chimney Rock,NC,East,District #11,USA
28721,Clyde,NC,East,District #11,USA
28722,Columbus,NC,East,District #11,USA
28723,Cullowhee,NC,East,District #11,USA
28724,Dana,NC,East,District #11,USA
28725,Dillsboro,NC,East,District #11,USA
28726,East Flat Rock,NC,East,District #11,USA
28727,Edneyville,NC,East,District #11,USA
28728,Enka,NC,East,District #11,USA
28729,Etowah,NC,East,District #11,USA
28730,Fairview,NC,East,District #11,USA
28731,Flat Rock,NC,East,District #11,USA
28732,Fletcher,NC,East,District #11,USA
28733,Fontana Dam,NC,East,District #19,USA
28734,Franklin,NC,East,District #19,USA
28735,Gerton,NC,East,District #11,USA
28736,Glenville,NC,East,District #11,USA
28737,Glenwood,NC,East,District #11,USA
28738,Hazelwood,NC,East,District #11,USA
28739,Hendersonville,NC,East,District #11,USA
28740,Green Mountain,NC,East,District #19,USA
28741,Highlands,NC,East,District #11,USA
28742,Horse Shoe,NC,East,District #11,USA
28743,Hot Springs,NC,East,District #11,USA
28744,Franklin,NC,East,District #19,USA
28745,Lake Junaluska,NC,East,District #11,USA
28746,Lake Lure,NC,East,District #11,USA
28747,Lake Toxaway,NC,East,District #11,USA
28748,Leicester,NC,East,District #11,USA
28749,Little Switzerland,NC,East,District #11,USA
28750,Lynn,NC,East,District #11,USA
28751,Maggie Valley,NC,East,District #11,USA
28752,Marion,NC,East,District #11,USA
28753,Marshall,NC,East,District #11,USA
28754,Mars Hill,NC,East,District #11,USA
28755,Micaville,NC,East,District #11,USA
28756,Mill Spring,NC,East,District #11,USA
28757,Montreat,NC,East,District #11,USA
28758,Mountain Home,NC,East,District #11,USA
28759,Mills River,NC,East,District #11,USA
28760,Naples,NC,East,District #11,USA
28761,Nebo,NC,East,District #11,USA
28762,Old Fort,NC,East,District #11,USA
28763,Otto,NC,East,District #11,USA
28765,Penland,NC,East,District #11,USA
28766,Penrose,NC,East,District #11,USA
28768,Pisgah Forest,NC,East,District #11,USA
28770,Ridgecrest,NC,East,District #11,USA
28771,Robbinsville,NC,East,District #19,USA
28772,Rosman,NC,East,District #11,USA
28773,Saluda,NC,East,District #11,USA
28774,Sapphire,NC,East,District #11,USA
28775,Scaly Mountain,NC,East,District #11,USA
28776,Skyland,NC,East,District #11,USA
28777,Spruce Pine,NC,East,District #11,USA
28778,Swannanoa,NC,East,District #11,USA
28779,Sylva,NC,East,District #11,USA
28781,Topton,NC,East,District #19,USA
28782,Tryon,NC,East,District #11,USA
28783,Tuckasegee,NC,East,District #11,USA
28784,Tuxedo,NC,East,District #11,USA
28785,Waynesville,NC,East,District #11,USA
28786,Waynesville,NC,East,District #11,USA
28787,Weaverville,NC,East,District #11,USA
28788,Webster,NC,East,District #11,USA
28789,Whittier,NC,East,District #19,USA
28790,Zirconia,NC,East,District #11,USA
28791,Hendersonville,NC,East,District #11,USA
28792,Hendersonville,NC,East,District #11,USA
28793,Hendersonville,NC,East,District #11,USA
28801,Asheville,NC,East,District #11,USA
28802,Asheville,NC,East,District #11,USA
28803,Asheville,NC,East,District #11,USA
28804,Asheville,NC,East,District #11,USA
28805,Asheville,NC,East,District #11,USA
28806,Asheville,NC,East,District #11,USA
28810,Asheville,NC,East,District #11,USA
28813,Asheville,NC,East,District #11,USA
28814,Asheville,NC,East,District #11,USA
28815,Asheville,NC,East,District #11,USA
28816,Asheville,NC,East,District #11,USA
28901,Andrews,NC,East,District #19,USA
28902,Brasstown,NC,East,District #09,USA
28903,Culberson,NC,East,District #19,USA
28904,Hayesville,NC,East,District #09,USA
28905,Marble,NC,East,District #19,USA
28906,Murphy,NC,East,District #19,USA
28909,Warne,NC,East,District #09,USA
29001,Alcolu,SC,East,District #11,USA
29002,Ballentine,SC,East,District #11,USA
29003,Bamberg,SC,East,District #11,USA
29006,Batesburg,SC,East,District #11,USA
29009,Bethune,SC,East,District #11,USA
29010,Bishopville,SC,East,District #11,USA
29014,Blackstock,SC,East,District #11,USA
29015,Blair,SC,East,District #11,USA
29016,Blythewood,SC,East,District #11,USA
29018,Bowman,SC,East,District #11,USA
29020,Camden,SC,East,District #11,USA
29021,Camden,SC,East,District #11,USA
29030,Cameron,SC,East,District #11,USA
29031,Carlisle,SC,East,District #11,USA
29032,Cassatt,SC,East,District #11,USA
29033,Cayce,SC,East,District #11,USA
29036,Chapin,SC,East,District #11,USA
29037,Chappells,SC,East,District #11,USA
29038,Cope,SC,East,District #11,USA
29039,Cordova,SC,East,District #11,USA
29040,Dalzell,SC,East,District #11,USA
29041,Davis Station,SC,East,District #11,USA
29042,Denmark,SC,East,District #11,USA
29044,Eastover,SC,East,District #11,USA
29045,Elgin,SC,East,District #11,USA
29046,Elliott,SC,East,District #11,USA
29047,Elloree,SC,East,District #11,USA
29048,Eutawville,SC,East,District #11,USA
29051,Gable,SC,East,District #11,USA
29052,Gadsden,SC,East,District #11,USA
29053,Gaston,SC,East,District #11,USA
29054,Gilbert,SC,East,District #11,USA
29055,Great Falls,SC,East,District #11,USA
29056,Greeleyville,SC,East,District #11,USA
29058,Heath Springs,SC,East,District #11,USA
29059,Holly Hill,SC,East,District #11,USA
29061,Hopkins,SC,East,District #11,USA
29062,Horatio,SC,East,District #11,USA
29063,Irmo,SC,East,District #11,USA
29065,Jenkinsville,SC,East,District #11,USA
29067,Kershaw,SC,East,District #11,USA
29069,Lamar,SC,East,District #11,USA
29070,Leesville,SC,East,District #11,USA
29071,Lexington,SC,East,District #11,USA
29072,Lexington,SC,East,District #11,USA
29073,Lexington,SC,East,District #11,USA
29074,Liberty Hill,SC,East,District #11,USA
29075,Little Mountain,SC,East,District #11,USA
29078,Lugoff,SC,East,District #11,USA
29079,Lydia,SC,East,District #11,USA
29080,Lynchburg,SC,East,District #11,USA
29081,Ehrhardt,SC,East,District #11,USA
29082,Lodge,SC,East,District #11,USA
29101,Mc Bee,SC,East,District #11,USA
29102,Manning,SC,East,District #11,USA
29104,Mayesville,SC,East,District #11,USA
29105,Monetta,SC,East,District #11,USA
29107,Neeses,SC,East,District #11,USA
29108,Newberry,SC,East,District #11,USA
29111,New Zion,SC,East,District #11,USA
29112,North,SC,East,District #11,USA
29113,Norway,SC,East,District #11,USA
29114,Olanta,SC,East,District #11,USA
29115,Orangeburg,SC,East,District #11,USA
29116,Orangeburg,SC,East,District #11,USA
29117,Orangeburg,SC,East,District #11,USA
29118,Orangeburg,SC,East,District #11,USA
29122,Peak,SC,East,District #11,USA
29123,Pelion,SC,East,District #11,USA
29125,Pinewood,SC,East,District #11,USA
29126,Pomaria,SC,East,District #11,USA
29127,Prosperity,SC,East,District #11,USA
29128,Rembert,SC,East,District #11,USA
29129,Ridge Spring,SC,East,District #11,USA
29130,Ridgeway,SC,East,District #11,USA
29132,Rion,SC,East,District #11,USA
29133,Rowesville,SC,East,District #11,USA
29135,Saint Matthews,SC,East,District #11,USA
29137,Salley,SC,East,District #11,USA
29138,Saluda,SC,East,District #11,USA
29142,Santee,SC,East,District #11,USA
29143,Sardinia,SC,East,District #11,USA
29145,Silverstreet,SC,East,District #11,USA
29146,Springfield,SC,East,District #11,USA
29147,State Park,SC,East,District #11,USA
29148,Summerton,SC,East,District #11,USA
29150,Sumter,SC,East,District #11,USA
29151,Sumter,SC,East,District #11,USA
29152,Shaw Afb,SC,East,District #11,USA
29153,Sumter,SC,East,District #11,USA
29154,Sumter,SC,East,District #11,USA
29160,Swansea,SC,East,District #11,USA
29161,Timmonsville,SC,East,District #11,USA
29162,Turbeville,SC,East,District #11,USA
29163,Vance,SC,East,District #11,USA
29164,Wagener,SC,East,District #11,USA
29166,Ward,SC,East,District #11,USA
29168,Wedgefield,SC,East,District #11,USA
29169,West Columbia,SC,East,District #11,USA
29170,West Columbia,SC,East,District #11,USA
29171,West Columbia,SC,East,District #11,USA
29172,West Columbia,SC,East,District #11,USA
29175,Westville,SC,East,District #11,USA
29177,White Rock,SC,East,District #11,USA
29178,Whitmire,SC,East,District #11,USA
29180,Winnsboro,SC,East,District #11,USA
29201,Columbia,SC,East,District #11,USA
29202,Columbia,SC,East,District #11,USA
29203,Columbia,SC,East,District #11,USA
29204,Columbia,SC,East,District #11,USA
29205,Columbia,SC,East,District #11,USA
29206,Columbia,SC,East,District #11,USA
29207,Columbia,SC,East,District #11,USA
29208,Columbia,SC,East,District #11,USA
29209,Columbia,SC,East,District #11,USA
29210,Columbia,SC,East,District #11,USA
29211,Columbia,SC,East,District #11,USA
29212,Columbia,SC,East,District #11,USA
29214,Columbia,SC,East,District #11,USA
29215,Columbia,SC,East,District #11,USA
29216,Columbia,SC,East,District #11,USA
29217,Columbia,SC,East,District #11,USA
29218,Columbia,SC,East,District #11,USA
29219,Columbia,SC,East,District #11,USA
29220,Columbia,SC,East,District #11,USA
29221,Columbia,SC,East,District #11,USA
29222,Columbia,SC,East,District #11,USA
29223,Columbia,SC,East,District #11,USA
29224,Columbia,SC,East,District #11,USA
29225,Columbia,SC,East,District #11,USA
29226,Columbia,SC,East,District #11,USA
29227,Columbia,SC,East,District #11,USA
29228,Columbia,SC,East,District #11,USA
29229,Columbia,SC,East,District #11,USA
29230,Columbia,SC,East,District #11,USA
29240,Columbia,SC,East,District #11,USA
29250,Columbia,SC,East,District #11,USA
29260,Columbia,SC,East,District #11,USA
29290,Columbia,SC,East,District #11,USA
29292,Columbia,SC,East,District #11,USA
29301,Spartanburg,SC,East,District #11,USA
29302,Spartanburg,SC,East,District #11,USA
29303,Spartanburg,SC,East,District #11,USA
29304,Spartanburg,SC,East,District #11,USA
29305,Spartanburg,SC,East,District #11,USA
29306,Spartanburg,SC,East,District #11,USA
29307,Spartanburg,SC,East,District #11,USA
29316,Boiling Springs,SC,East,District #11,USA
29318,Boiling Springs,SC,East,District #11,USA
29319,Spartanburg,SC,East,District #11,USA
29320,Arcadia,SC,East,District #11,USA
29321,Buffalo,SC,East,District #11,USA
29322,Campobello,SC,East,District #11,USA
29323,Chesnee,SC,East,District #11,USA
29324,Clifton,SC,East,District #11,USA
29325,Clinton,SC,East,District #11,USA
29329,Converse,SC,East,District #11,USA
29330,Cowpens,SC,East,District #11,USA
29331,Cross Anchor,SC,East,District #11,USA
29332,Cross Hill,SC,East,District #11,USA
29333,Drayton,SC,East,District #11,USA
29334,Duncan,SC,East,District #11,USA
29335,Enoree,SC,East,District #11,USA
29336,Fairforest,SC,East,District #11,USA
29338,Fingerville,SC,East,District #11,USA
29340,Gaffney,SC,East,District #11,USA
29341,Gaffney,SC,East,District #11,USA
29342,Gaffney,SC,East,District #11,USA
29346,Glendale,SC,East,District #11,USA
29348,Gramling,SC,East,District #11,USA
29349,Inman,SC,East,District #11,USA
29351,Joanna,SC,East,District #11,USA
29353,Jonesville,SC,East,District #11,USA
29355,Kinards,SC,East,District #11,USA
29356,Landrum,SC,East,District #11,USA
29360,Laurens,SC,East,District #11,USA
29364,Lockhart,SC,East,District #11,USA
29365,Lyman,SC,East,District #11,USA
29368,Mayo,SC,East,District #11,USA
29369,Moore,SC,East,District #11,USA
29370,Mountville,SC,East,District #11,USA
29372,Pacolet,SC,East,District #11,USA
29373,Pacolet Mills,SC,East,District #11,USA
29374,Pauline,SC,East,District #11,USA
29375,Reidville,SC,East,District #11,USA
29376,Roebuck,SC,East,District #11,USA
29377,Startex,SC,East,District #11,USA
29378,Una,SC,East,District #11,USA
29379,Union,SC,East,District #11,USA
29384,Waterloo,SC,East,District #11,USA
29385,Wellford,SC,East,District #11,USA
29386,White Stone,SC,East,District #11,USA
29388,Woodruff,SC,East,District #11,USA
29395,Jonesville,SC,East,District #11,USA
29401,Charleston,SC,East,District #11,USA
29402,Charleston,SC,East,District #11,USA
29403,Charleston,SC,East,District #11,USA
29404,Charleston Afb,SC,East,District #11,USA
29405,North Charleston,SC,East,District #11,USA
29406,Charleston,SC,East,District #11,USA
29407,Charleston,SC,East,District #11,USA
29409,Charleston,SC,East,District #11,USA
29410,Hanahan,SC,East,District #11,USA
29412,Charleston,SC,East,District #11,USA
29413,Charleston,SC,East,District #11,USA
29414,Charleston,SC,East,District #11,USA
29415,North Charleston,SC,East,District #11,USA
29416,Charleston,SC,East,District #11,USA
29417,Charleston,SC,East,District #11,USA
29418,North Charleston,SC,East,District #11,USA
29419,North Charleston,SC,East,District #11,USA
29420,North Charleston,SC,East,District #11,USA
29422,Charleston,SC,East,District #11,USA
29423,Charleston,SC,East,District #11,USA
29424,Charleston,SC,East,District #11,USA
29425,Charleston,SC,East,District #11,USA
29426,Adams Run,SC,East,District #11,USA
29429,Awendaw,SC,East,District #11,USA
29430,Bethera,SC,East,District #11,USA
29431,Bonneau,SC,East,District #11,USA
29432,Branchville,SC,East,District #11,USA
29433,Canadys,SC,East,District #11,USA
29434,Cordesville,SC,East,District #11,USA
29435,Cottageville,SC,East,District #11,USA
29436,Cross,SC,East,District #11,USA
29437,Dorchester,SC,East,District #11,USA
29438,Edisto Island,SC,East,District #11,USA
29439,Folly Beach,SC,East,District #11,USA
29440,Georgetown,SC,East,District #11,USA
29442,Georgetown,SC,East,District #11,USA
29445,Goose Creek,SC,East,District #11,USA
29446,Green Pond,SC,East,District #11,USA
29447,Grover,SC,East,District #11,USA
29448,Harleyville,SC,East,District #11,USA
29449,Hollywood,SC,East,District #11,USA
29450,Huger,SC,East,District #11,USA
29451,Isle of Palms,SC,East,District #11,USA
29452,Jacksonboro,SC,East,District #11,USA
29453,Jamestown,SC,East,District #11,USA
29455,Johns Island,SC,East,District #11,USA
29456,Ladson,SC,East,District #11,USA
29457,Johns Island,SC,East,District #11,USA
29458,Mc Clellanville,SC,East,District #11,USA
29461,Moncks Corner,SC,East,District #11,USA
29464,Mount Pleasant,SC,East,District #11,USA
29465,Mount Pleasant,SC,East,District #11,USA
29466,Mount Pleasant,SC,East,District #11,USA
29468,Pineville,SC,East,District #11,USA
29469,Pinopolis,SC,East,District #11,USA
29470,Ravenel,SC,East,District #11,USA
29471,Reevesville,SC,East,District #11,USA
29472,Ridgeville,SC,East,District #11,USA
29474,Round O,SC,East,District #11,USA
29475,Ruffin,SC,East,District #11,USA
29476,Russellville,SC,East,District #11,USA
29477,Saint George,SC,East,District #11,USA
29479,Saint Stephen,SC,East,District #11,USA
29481,Smoaks,SC,East,District #11,USA
29482,Sullivans Island,SC,East,District #11,USA
29483,Summerville,SC,East,District #11,USA
29484,Summerville,SC,East,District #11,USA
29485,Summerville,SC,East,District #11,USA
29487,Wadmalaw Island,SC,East,District #11,USA
29488,Walterboro,SC,East,District #11,USA
29492,Charleston,SC,East,District #11,USA
29493,Williams,SC,East,District #11,USA
29501,Florence,SC,East,District #11,USA
29502,Florence,SC,East,District #11,USA
29503,Florence,SC,East,District #11,USA
29504,Florence,SC,East,District #11,USA
29505,Florence,SC,East,District #11,USA
29506,Florence,SC,East,District #11,USA
29510,Andrews,SC,East,District #11,USA
29511,Aynor,SC,East,District #11,USA
29512,Bennettsville,SC,East,District #11,USA
29516,Blenheim,SC,East,District #11,USA
29518,Cades,SC,East,District #11,USA
29519,Centenary,SC,East,District #11,USA
29520,Cheraw,SC,East,District #11,USA
29525,Clio,SC,East,District #11,USA
29526,Conway,SC,East,District #11,USA
29527,Conway,SC,East,District #11,USA
29528,Conway,SC,East,District #11,USA
29530,Coward,SC,East,District #11,USA
29532,Darlington,SC,East,District #11,USA
29536,Dillon,SC,East,District #11,USA
29540,Darlington,SC,East,District #11,USA
29541,Effingham,SC,East,District #11,USA
29543,Fork,SC,East,District #11,USA
29544,Galivants Ferry,SC,East,District #11,USA
29545,Green Sea,SC,East,District #11,USA
29546,Gresham,SC,East,District #11,USA
29547,Hamer,SC,East,District #11,USA
29550,Hartsville,SC,East,District #11,USA
29551,Hartsville,SC,East,District #11,USA
29554,Hemingway,SC,East,District #11,USA
29555,Johnsonville,SC,East,District #11,USA
29556,Kingstree,SC,East,District #11,USA
29560,Lake City,SC,East,District #11,USA
29563,Lake View,SC,East,District #11,USA
29564,Lane,SC,East,District #11,USA
29565,Latta,SC,East,District #11,USA
29566,Little River,SC,East,District #11,USA
29567,Little Rock,SC,East,District #11,USA
29568,Longs,SC,East,District #11,USA
29569,Loris,SC,East,District #11,USA
29570,Mc Coll,SC,East,District #11,USA
29571,Marion,SC,East,District #11,USA
29572,Myrtle Beach,SC,East,District #11,USA
29574,Mullins,SC,East,District #11,USA
29575,Myrtle Beach,SC,East,District #11,USA
29576,Murrells Inlet,SC,East,District #11,USA
29577,Myrtle Beach,SC,East,District #11,USA
29578,Myrtle Beach,SC,East,District #11,USA
29579,Myrtle Beach,SC,East,District #11,USA
29580,Nesmith,SC,East,District #11,USA
29581,Nichols,SC,East,District #11,USA
29582,North Myrtle Beach,SC,East,District #11,USA
29583,Pamplico,SC,East,District #11,USA
29584,Patrick,SC,East,District #11,USA
29585,Pawleys Island,SC,East,District #11,USA
29587,Myrtle Beach,SC,East,District #11,USA
29588,Myrtle Beach,SC,East,District #11,USA
29589,Rains,SC,East,District #11,USA
29590,Salters,SC,East,District #11,USA
29591,Scranton,SC,East,District #11,USA
29592,Sellers,SC,East,District #11,USA
29593,Society Hill,SC,East,District #11,USA
29594,Tatum,SC,East,District #11,USA
29596,Wallace,SC,East,District #11,USA
29597,North Myrtle Beach,SC,East,District #11,USA
29598,North Myrtle Beach,SC,East,District #11,USA
29601,Greenville,SC,East,District #11,USA
29602,Greenville,SC,East,District #11,USA
29603,Greenville,SC,East,District #11,USA
29604,Greenville,SC,East,District #11,USA
29605,Greenville,SC,East,District #11,USA
29606,Greenville,SC,East,District #11,USA
29607,Greenville,SC,East,District #11,USA
29608,Greenville,SC,East,District #11,USA
29609,Greenville,SC,East,District #11,USA
29610,Greenville,SC,East,District #11,USA
29611,Greenville,SC,East,District #11,USA
29612,Greenville,SC,East,District #11,USA
29613,Greenville,SC,East,District #11,USA
29614,Greenville,SC,East,District #11,USA
29615,Greenville,SC,East,District #11,USA
29616,Greenville,SC,East,District #11,USA
29617,Greenville,SC,East,District #11,USA
29620,Abbeville,SC,East,District #11,USA
29621,Anderson,SC,East,District #11,USA
29622,Anderson,SC,East,District #11,USA
29623,Anderson,SC,East,District #11,USA
29624,Anderson,SC,East,District #11,USA
29625,Anderson,SC,East,District #11,USA
29626,Anderson,SC,East,District #11,USA
29627,Belton,SC,East,District #11,USA
29628,Calhoun Falls,SC,East,District #11,USA
29630,Central,SC,East,District #11,USA
29631,Clemson,SC,East,District #11,USA
29632,Clemson,SC,East,District #11,USA
29633,Clemson,SC,East,District #11,USA
29634,Clemson,SC,East,District #11,USA
29635,Cleveland,SC,East,District #11,USA
29636,Conestee,SC,East,District #11,USA
29638,Donalds,SC,East,District #11,USA
29639,Due West,SC,East,District #11,USA
29640,Easley,SC,East,District #11,USA
29641,Easley,SC,East,District #11,USA
29642,Easley,SC,East,District #11,USA
29643,Fair Play,SC,East,District #11,USA
29644,Fountain Inn,SC,East,District #11,USA
29645,Gray Court,SC,East,District #11,USA
29646,Greenwood,SC,East,District #11,USA
29647,Greenwood,SC,East,District #11,USA
29648,Greenwood,SC,East,District #11,USA
29649,Greenwood,SC,East,District #11,USA
29650,Greer,SC,East,District #11,USA
29651,Greer,SC,East,District #11,USA
29652,Greer,SC,East,District #11,USA
29653,Hodges,SC,East,District #11,USA
29654,Honea Path,SC,East,District #11,USA
29655,Iva,SC,East,District #11,USA
29656,La France,SC,East,District #11,USA
29657,Liberty,SC,East,District #11,USA
29658,Long Creek,SC,East,District #11,USA
29659,Lowndesville,SC,East,District #11,USA
29661,Marietta,SC,East,District #11,USA
29662,Mauldin,SC,East,District #11,USA
29664,Mountain Rest,SC,East,District #11,USA
29665,Newry,SC,East,District #11,USA
29666,Ninety Six,SC,East,District #11,USA
29667,Norris,SC,East,District #11,USA
29669,Pelzer,SC,East,District #11,USA
29670,Pendleton,SC,East,District #11,USA
29671,Pickens,SC,East,District #11,USA
29672,Seneca,SC,East,District #11,USA
29673,Piedmont,SC,East,District #11,USA
29675,Richland,SC,East,District #11,USA
29676,Salem,SC,East,District #11,USA
29677,Sandy Springs,SC,East,District #11,USA
29678,Seneca,SC,East,District #11,USA
29679,Seneca,SC,East,District #11,USA
29680,Simpsonville,SC,East,District #11,USA
29681,Simpsonville,SC,East,District #11,USA
29682,Six Mile,SC,East,District #11,USA
29683,Slater,SC,East,District #11,USA
29684,Starr,SC,East,District #11,USA
29685,Sunset,SC,East,District #11,USA
29686,Tamassee,SC,East,District #11,USA
